,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,Cluster,PC1_2d,PC2_2d
1345,2104032,104032,Friday,Very typical,Manhattan,Northern Manhattan,NOON,Brooklyn,Inner Brooklyn,Restaurant or bar,Brooklyn,Inner Brooklyn,Restaurant or bar,6 to 10,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Associate degree (i.e., AA, AS)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.676499495,Dining,1,4.985173160407548,0.13624123567507998
1346,2104049,104049,Friday,Very typical,Queens,Inner Queens,NOON,Manhattan,Manhattan Core,Home,Queens,Inner Queens,Home,46 to 50,2.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.641532157,Commute to/from work,1,5.071624403289335,-0.7793844768433211
1347,2104077,104077,Saturday,Very typical,Staten Island,Staten Island,PM,Staten Island,Staten Island,Friend or family member's home,Manhattan,Manhattan Core,Friend or family member's home,61 to 180,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.168988849,Social/recreation,1,5.0500804899514815,-0.6568454580233519
1348,2104083,104083,Saturday,Very typical,Queens,Middle Queens,NOON,Queens,Outer Queens,Home,Queens,Middle Queens,Home,31 to 35,2.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.448538818,Commute to/from work,1,5.071508022741304,-0.8339497511970454
1349,2104104,104104,Saturday,Very typical,Queens,Outer Queens,AM,Queens,Outer Queens,Friend or family member's home,Queens,Outer Queens,Friend or family member's home,36 to 40,6.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,18-24,"Other, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.194600243,Dining,1,5.076433049347572,0.5224113744692667
1350,2104133,104133,Sunday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,Home,Manhattan,Northern Manhattan,Home,0 to 5,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.185618934,Shopping,1,5.113759280520834,-0.3681005905898064
1351,2104139,104139,Sunday,Very typical,Manhattan,Northern Manhattan,NOON,Queens,Inner Queens,Restaurant or bar,Queens,Inner Queens,Restaurant or bar,16 to 20,3.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.303452412,Dining,1,5.115958240434532,-0.25207306756860864
1352,2104199,104199,Sunday,Very typical,The Bronx,Southern Bronx,NOON,The Bronx,Northern Bronx,Home,The Bronx,Southern Bronx,Home,6 to 10,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.23853764,Social/recreation,1,5.044601318292257,-0.7205375791254962
1353,2104215,104215,Monday,Very typical,Queens,Inner Queens,NOON,Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",6 to 10,5.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.109846903,Social/recreation,1,5.114282631013066,0.5811138326019755
1354,2104219,104219,Monday,Very typical,Manhattan,Northern Manhattan,PM,Manhattan,Northern Manhattan,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Northern Manhattan,"Retail store (e.g. clothing, electronic, hardware, etc.)",21 to 25,3.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.473091283,Shopping,1,5.068714087801105,-0.1791187990616274
1355,2104235,104235,Monday,Very typical,The Bronx,Southern Bronx,PM,Manhattan,Northern Manhattan,Home,The Bronx,Southern Bronx,Home,41 to 45,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.353842031,Commute to/from work,1,5.031206802516653,-0.7236615752072239
1356,2104294,104294,Tuesday,Very typical,Queens,Middle Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,61 to 180,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,No,Yes,No,35-44,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.622347259,Shopping,1,5.141334921948318,0.10898934924529446
1357,2104309,104309,Tuesday,Very typical,The Bronx,Southern Bronx,NOON,Manhattan,Northern Manhattan,Park/Recreational area/Gym,The Bronx,Southern Bronx,Park/Recreational area/Gym,41 to 45,5.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.8258196059999999,Commute to/from work,1,5.03046373105919,0.36482055010621856
1358,2104322,104322,Tuesday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",56 to 60,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.418252928,Shopping,1,5.088561396783291,-0.5719151495372063
1359,2104329,104329,Tuesday,Very typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,"Grocery store or market (including deli, bodega, etc.)",The Bronx,Northern Bronx,"Grocery store or market (including deli, bodega, etc.)",0 to 5,3.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,Some college but degree not received or in progress,Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.529905003,Dining,1,5.037676478496424,-0.3685679618239999
1360,2104351,104351,Tuesday,Very typical,Queens,Inner Queens,PM,Manhattan,Manhattan Core,Friend or family member's home,Manhattan,Manhattan Core,Friend or family member's home,6 to 10,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,35-44,"Asian, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,2.0,2.0,2.0,Yes,Walk,Walk,Yes,0.776131001,Social/recreation,1,5.140091593341022,0.028564611307067767
1361,2104375,104375,Tuesday,Very typical,Queens,Outer Queens,NOON,Queens,Middle Queens,Other,Queens,Middle Queens,Other,6 to 10,3.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Personal car,Car,No,0.429458386,Business,1,5.101448811647341,-0.3946644956784214
1362,2104393,104393,Tuesday,Very typical,Manhattan,Northern Manhattan,NOON,Brooklyn,Inner Brooklyn,Home,Manhattan,Northern Manhattan,Home,61 to 180,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,Yes,Subway,Subway,Yes,0.442537343,Commute to/from work,1,5.035955215919647,-0.6065870647931192
1363,2104395,104395,Tuesday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Northern Manhattan,School,Manhattan,Northern Manhattan,School,16 to 20,4.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.387960194,School,1,5.082575499230503,0.29207359597799
1364,2104398,104398,Tuesday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,61 to 180,4.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,Other,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.6748104509999999,Other,1,5.107606750704694,0.3230166935371838
1365,2104400,104400,Tuesday,Very typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,6 to 10,2.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.13497767800000002,Commute to/from work,1,5.035800521043403,-0.7184803473044009
1366,2104431,104431,Tuesday,Very typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Restaurant or bar,Staten Island,Staten Island,Restaurant or bar,56 to 60,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.249478319,Social/recreation,1,5.041777593077724,-0.39267934918908665
1367,2104442,104442,Tuesday,Very typical,Queens,Middle Queens,AM,Queens,Outer Queens,Work,Queens,Outer Queens,Work,11 to 15,6.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.671911088,Commute to/from work,1,5.07250802582406,0.3567130876681072
1368,2104453,104453,Tuesday,Very typical,Brooklyn,Inner Brooklyn,PM,Manhattan,Manhattan Core,Home,Brooklyn,Inner Brooklyn,Home,21 to 25,2.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.553859102,Commute to/from work,1,5.0139929018759455,-0.5890653430748632
1369,2104457,104457,Tuesday,Very typical,The Bronx,Northern Bronx,PM,Manhattan,NOT CODED,Home,The Bronx,Northern Bronx,Home,61 to 180,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.505979809,Social/recreation,1,5.082216886618171,-0.4846122787356664
1370,2104469,104469,Tuesday,Very typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,11 to 15,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"Asian, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.8842895190000001,Shopping,1,5.053761423768334,-0.7093107343595513
1371,2104492,104492,Wednesday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",Brooklyn,Inner Brooklyn,"Retail store (e.g. clothing, electronic, hardware, etc.)",6 to 10,2.0,Male,"Less than $14,999",Yes,No,Yes,No,No,Yes,No,No,No,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,4.782560153,Shopping,1,4.943856494533493,-1.0523082054762602
1372,2104511,104511,Wednesday,Very typical,Manhattan,Northern Manhattan,NOON,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,21 to 25,3.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.41677484,Business,1,5.080702049884801,-0.3441912121737496
1373,2104513,104513,Wednesday,Very typical,Staten Island,Staten Island,NOON,Brooklyn,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Staten Island,Staten Island,"Grocery store or market (including deli, bodega, etc.)",61 to 180,5.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.11397276,Shopping,1,5.0307449264574124,0.44970285053819575
1374,2104523,104523,Wednesday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,16 to 20,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.784818129,Commute to/from work,1,5.086530631609088,-0.3597735237139543
1375,2104528,104528,Wednesday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Doctor's office or hospital,Manhattan,Manhattan Core,Doctor's office or hospital,46 to 50,3.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,0.7851015570000001,Medical visit (doctor's office),1,5.086700062288925,-0.4636710722465754
1376,2104529,104529,Wednesday,Very typical,Manhattan,Manhattan Core,NOON,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,16 to 20,2.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.318947904,Social/recreation,1,5.088962993260872,-0.26782647490474604
1377,2104532,104532,Wednesday,Very typical,Manhattan,Manhattan Core,AM,Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",Manhattan,Manhattan Core,"Retail store (e.g. clothing, electronic, hardware, etc.)",21 to 25,7.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.488342209,Shopping,1,5.094957019573656,1.376267786736949
1378,2104540,104540,Wednesday,Very typical,The Bronx,Northern Bronx,NOON,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,21 to 25,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Local bus,Bus,Yes,0.182435322,Shopping,1,5.017838952672308,-0.7990643854684513
1379,2104544,104544,Wednesday,Very typical,Queens,Inner Queens,NOON,Queens,Inner Queens,Home,Queens,Inner Queens,Home,6 to 10,2.0,Male,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,Some college but degree not received or in progress,No,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,1.636591461,Shopping,1,5.105414789806629,-0.7534280915163615
1380,2104546,104546,Wednesday,Very typical,The Bronx,Northern Bronx,PM,The Bronx,Northern Bronx,Home,The Bronx,Northern Bronx,Home,0 to 5,2.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Personal car,Car,No,0.27995659300000003,Personal errands,1,5.051841252226644,-0.6550880726716137
1381,2104548,104548,Wednesday,Very typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,41 to 45,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,2.0,2.0,2.0,Yes,Subway,Subway,Yes,0.542802872,Commute to/from work,1,5.054981302363314,-0.30245327907147884
1382,2104551,104551,Wednesday,Very typical,Manhattan,Northern Manhattan,AM,Manhattan,Manhattan Core,Work,Manhattan,Manhattan Core,Work,6 to 10,6.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,0.224564811,Commute to/from work,1,5.071254142761961,0.7223226673230682
1383,2104568,104568,Wednesday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Work,Manhattan,Manhattan Core,Work,56 to 60,3.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Subway,Subway,Yes,1.512915087,Commute to/from work,1,4.971940835597257,-0.8312972581874517
1384,2104574,104574,Wednesday,Very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Doctor's office or hospital,Queens,Middle Queens,Doctor's office or hospital,6 to 10,3.0,Female,"$100,000 - $149,999",No,Yes,No,No,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,3.785470387,Medical visit (doctor's office),1,5.107210498884768,-0.44190387055345065
1385,2104576,104576,Wednesday,Very typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,16 to 20,4.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic",Some college but degree not received or in progress,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,2.0,2.0,2.0,No,Carpool,Car,No,0.278385588,Accompanying other traveler,1,5.0772113202803135,0.11356258396781238
1386,2104583,104583,Wednesday,Very typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,0 to 5,2.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2.0,2.0,2.0,No,Walk,Walk,Yes,1.515103929,Shopping,1,4.988695709686927,-0.6529173485008948
